title,price,price_raw,location,link,scraped_at,source
"Gated Access, Wood Burning Fireplace, Spacious Closets",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-gated-access-wood-burning/7928462731.html,2026-04-18T05:46:47.058770,craigslist
Your pets deserve the best! Come to our Pet-Friendly 1 BD / 1 BA.,975,$975,Dallas - 5 Minute Drive to Hatfield Park,https://dallas.craigslist.org/dal/apa/d/balch-springs-your-pets-deserve-the/7926926843.html,2026-04-18T05:46:47.058805,craigslist
"Fireplace, w/d connections, huge balcony/patio & much more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-fireplace-d-connections-huge/7928462295.html,2026-04-18T05:46:47.058839,craigslist
COME STAY WITH US WE ARE ONY 30 MINTUES AWAY FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-come-stay-with-us-we-are-ony-30/7928462128.html,2026-04-18T05:46:47.058874,craigslist
"1 BD, Granite countertops, Separate Dining Area",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-bd-granite-countertops-separate/7924957794.html,2026-04-18T05:46:47.058909,craigslist
"1BD 1BA, Balcony or Patio, Efficient Appliances",1375,"$1,375","3701 N O'Connor Rd, Irving, TX",https://dallas.craigslist.org/mdf/apa/d/irving-1bd-1ba-balcony-or-patio/7926408760.html,2026-04-18T05:46:47.058946,craigslist
"Sparkling swimming pool, fireplace, w/d connections, extra storage!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-sparkling-swimming-pool/7928461784.html,2026-04-18T05:46:47.058981,craigslist
WOW CANT BELIEVE ONLY 30 MINTUES AWAY FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-wow-cant-believe-only-30-mintues/7928461773.html,2026-04-18T05:46:47.059017,craigslist
"Short-Term Stay, Long-Term Comfort - Special Offer!",399,$399,"3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-short-term-stay-long-term/7927968489.html,2026-04-18T05:46:47.059054,craigslist
"Patio/balcón privado, acceso controlado, barra de desayuno",1285,"$1,285","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-patio-balcn-privado-acceso/7922443028.html,2026-04-18T05:46:47.059089,craigslist
GREAT SPECIALS 30 MINUTES FROM WORLD CUP STADIUM,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-great-specials-30-minutes-from/7928461558.html,2026-04-18T05:46:47.059125,craigslist
"Great floor-plan with w/d connection, fireplace, huge balcony & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-great-floor-plan-with-d/7928461330.html,2026-04-18T05:46:47.059158,craigslist
"BBQ/Picnic Area, Air Conditioning, Hardwood Flooring",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-bbq-picnic-area-air-conditioning/7927552909.html,2026-04-18T05:46:47.059195,craigslist
We Help With Gas! Lease at Ventana Ridge & Get $20 Gift Card,1280,"$1,280","3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-we-help-with-gas-lease-at/7928461166.html,2026-04-18T05:46:47.059230,craigslist
"Located in Dallas, 1/BD 1/BA, Window coverings",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-located-in-dallas-bd-ba-window/7927561908.html,2026-04-18T05:46:47.059264,craigslist
JINGLE JANGLE SPECIALS GOING ON ONLY 30 MINUTES FROM WORLD  CUP,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-jingle-jangle-specials-going-on/7928460995.html,2026-04-18T05:46:47.059299,craigslist
"Gated Access, Wood Burning Fireplace, Spacious Closets",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-gated-access-wood-burning/7928460964.html,2026-04-18T05:46:47.059333,craigslist
OFERTA ESPECIAL DEL GERENTE $269 POR UNA SEMANA MAS IMPUESTOS DEPOSITO,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-oferta-especial-del-gerente-269/7928460564.html,2026-04-18T05:46:47.059366,craigslist
"Breakfast bar, spacious living room and bedrooms, w/d connections!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-breakfast-bar-spacious-living/7928460540.html,2026-04-18T05:46:47.059425,craigslist
LAUNDRY FACILITY ON SITE AND 2 FREE WIFI CODES WITH YOUR FIRST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-laundry-facility-on-site-and/7928460447.html,2026-04-18T05:46:47.059463,craigslist
NUEVO APARTAMENTO EN ALQUILER,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-nuevo-apartamento-en-alquiler/7928460246.html,2026-04-18T05:46:47.059501,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928460155.html,2026-04-18T05:46:47.059537,craigslist
POT OF GOLD SAVINGS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-pot-of-gold-savings-free-wifi/7928460118.html,2026-04-18T05:46:47.059710,craigslist
IF YOU MOVEIN TODAY YOU'LL EARN 2 FREE LINES OF WIFI FOR YOUR 1ST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-if-you-movein-today-youll-earn/7928459892.html,2026-04-18T05:46:47.059752,craigslist
KARATE CHOPPING PRICES DOWN WITH 2 FREE WIFI CODES FOR YOUR 1ST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-karate-chopping-prices-down-with/7928459754.html,2026-04-18T05:46:47.059788,craigslist
"Great floor-plan with w/d connection, fireplace, huge balcony & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-great-floor-plan-with-d/7928459690.html,2026-04-18T05:46:47.059824,craigslist
EARLY BIRD SPECIAL!  FREE WIFI FOR  FIRST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-early-bird-special-free-wifi-for/7928459352.html,2026-04-18T05:46:47.059894,craigslist
"2 bed 1 bath, $999, 950 sq ft. One Month Free Rent",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-one-month/7927554997.html,2026-04-18T05:46:47.059937,craigslist
WHATS BETTER THAN WALKING TO YOUR NEW HOME 2 FREE WIFI CODES!!!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-whats-better-than-walking-to/7928459153.html,2026-04-18T05:46:47.060063,craigslist
WEEKLY AND MONTHLY RATES TO ACCOMMODATE YOU,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-weekly-and-monthly-rates-to/7928458791.html,2026-04-18T05:46:47.060106,craigslist
OOPS DROPED THE PRICES AGAIN 2 FREE WIFI FIRST WEEK,269,$269,DALLAS,https://dallas.craigslist.org/dal/apa/d/dallas-oops-droped-the-prices-again/7928458724.html,2026-04-18T05:46:47.060144,craigslist
ROPING IN THAT SPECIAL DEAL 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-roping-in-that-special-deal-free/7928458644.html,2026-04-18T05:46:47.060179,craigslist
ZIPPY ZIPPY ON YOUR WAY TO THE SPECIALS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-zippy-zippy-on-your-way-to-the/7928458564.html,2026-04-18T05:46:47.060215,craigslist
"Breakfast bar, spacious living room and bedrooms, w/d connections!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-breakfast-bar-spacious-living/7928458406.html,2026-04-18T05:46:47.060250,craigslist
MUMMY  YOUR WAY TO THE GREAT DEALS 2 WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-mummy-your-way-to-the-great/7928458400.html,2026-04-18T05:46:47.060285,craigslist
COME BE PART OF OUR FAMILY 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-come-be-part-of-our-family-free/7928458287.html,2026-04-18T05:46:47.060319,craigslist
HIP HOP ON DOWN FOR BEST DEALS 2 FREE WIFI FOR THE FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-hip-hop-on-down-for-best-deals/7928458178.html,2026-04-18T05:46:47.060353,craigslist
SIN CONTRATO DE ARRENDAMIENTO! ¡MÚDATE HOY Y RECIBE 2 LÍNEAS DE WIFI P,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-sin-contrato-de-arrendamiento/7928458069.html,2026-04-18T05:46:47.060389,craigslist
"A world of style: Exceptional 1 BR, 684 Sq Ft spaces!",1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-world-of-style-exceptional-br/7926026506.html,2026-04-18T05:46:47.060424,craigslist
Spacious and beautiful. Consider your new 1 bed / 1 bath found!,1150,"$1,150",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-and-beautiful-consider/7926026460.html,2026-04-18T05:46:47.060462,craigslist
BEST LOCATION FOR ALL YOUR NEEDS 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-best-location-for-all-your-needs/7928457984.html,2026-04-18T05:46:47.060499,craigslist
ALL BILLS PAID & FURNISHED 2 FREE WIFI WITH YOUR 1ST WEEK'S STAY!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-all-bills-paid-furnished-free/7928457893.html,2026-04-18T05:46:47.060535,craigslist
HOME SWEET HOME... +tax and deposit,279,$279,ADDISON,https://dallas.craigslist.org/dal/apa/d/addison-home-sweet-home-tax-and-deposit/7922789874.html,2026-04-18T05:46:47.060572,craigslist
"Spacious, w/d connections, assigned covered parking, fireplace & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-spacious-d-connections-assigned/7928457638.html,2026-04-18T05:46:47.060607,craigslist
"TMLP 14-mo. | Wood Style Floors, Recessed Entertainment Niche",1600,"$1,600",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-tmlp-14-mo-wood-style-floors/7928457608.html,2026-04-18T05:46:47.060643,craigslist
Apartments for rent Weekly and Monthly rates available,279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-apartments-for-rent-weekly-and/7924061788.html,2026-04-18T05:46:47.060696,craigslist
DONT JUST DRIVE BY STOP BY 2 FREE WIFI CODES FOR YOUR 1ST WEEK!,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dont-just-drive-by-stop-by-free/7928457569.html,2026-04-18T05:46:47.060735,craigslist
"Dallas's finest! 1 bed, 1 bath in a can't-miss location.",885,$885,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-dallass-finest-bed-bath-in-cant/7926603033.html,2026-04-18T05:46:47.060772,craigslist
"Find your space! Cool 2 BR, 1 BA, 889 Sq Ft.",1115,"$1,115",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-find-your-space-cool-br-ba-889/7926603003.html,2026-04-18T05:46:47.060809,craigslist
This beautiful apartment is waiting for you,279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-this-beautiful-apartment-is/7924664178.html,2026-04-18T05:46:47.060846,craigslist
Todos los biles pagados Llamenos hoy mismo,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-todos-los-biles-pagados/7919859038.html,2026-04-18T05:46:47.060884,craigslist
"Cable Ready, On-Site Management, Ceiling Fan",1299,"$1,299","1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-cable-ready-on-site-management/7926219015.html,2026-04-18T05:46:47.060919,craigslist
Get a roof over your head TODAY - Immediate availability +tax and dep.,279,$279,Addison,https://dallas.craigslist.org/dal/apa/d/addison-get-roof-over-your-head-today/7919859101.html,2026-04-18T05:46:47.060954,craigslist
GOING ONCE GOING TWICE  SALE 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-going-once-going-twice-sale-free/7928457471.html,2026-04-18T05:46:47.060989,craigslist
Big kitchens with full size appliances,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-big-kitchens-with-full-size/7919859241.html,2026-04-18T05:46:47.061024,craigslist
Great Manager Special + tax and deposit,279,$279,15130 Marsh Ln Addison TX,https://dallas.craigslist.org/dal/apa/d/addison-great-manager-special-tax-and/7919860466.html,2026-04-18T05:46:47.061060,craigslist
Great Manager special,279,$279,15130 Marsh Ln Addison TX,https://dallas.craigslist.org/dal/apa/d/addison-great-manager-special/7919861552.html,2026-04-18T05:46:47.061115,craigslist
Fully furnished apartments with Queen Size Beds,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-fully-furnished-apartments-with/7919860250.html,2026-04-18T05:46:47.061153,craigslist
ROSES ARE RED VIOLET ARE BLUE WE WANT YOU,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-roses-are-red-violet-are-blue-we/7928457376.html,2026-04-18T05:46:47.061189,craigslist
We offer HDTV with Free Cable Ready (plus Dep/Fees),279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-we-offer-hdtv-with-free-cable/7924061459.html,2026-04-18T05:46:47.061223,craigslist
"No Verificamos Credito, Ni Contratos,",279,$279,15130 Marsh Lane,https://dallas.craigslist.org/dal/apa/d/addison-no-verificamos-credito-ni/7925747550.html,2026-04-18T05:46:47.061260,craigslist
Live Like Nobody Else Has (Literally!) Brand New Luxury Apartments!,2285,"$2,285","Grand Prairie, Mansfield, Midlothian",https://dallas.craigslist.org/dal/apa/d/midlothian-live-like-nobody-else-has/7928457314.html,2026-04-18T05:46:47.061296,craigslist
HEW HAW GIDDIDY UP ON DOWN TO THE BEST PRICES IN TOWN,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-hew-haw-giddidy-up-on-down-to/7928457281.html,2026-04-18T05:46:47.061332,craigslist
HOME SWEET HOME... +tax and deposit,279,$279,ADDISON,https://dallas.craigslist.org/dal/apa/d/addison-home-sweet-home-tax-and-deposit/7922787030.html,2026-04-18T05:46:47.061367,craigslist
Big kitchens with full size appliances,279,$279,15130 marsh lane,https://dallas.craigslist.org/dal/apa/d/addison-big-kitchens-with-full-size/7924664325.html,2026-04-18T05:46:47.061402,craigslist
TIME FOR A FRESH START? CALL OR TEXT  FOR MORE INFORMATION.,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-time-for-fresh-start-call-or/7928457203.html,2026-04-18T05:46:47.061439,craigslist
WEE WEE ALL THE WAY TO BUDGET SUITES 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-wee-wee-all-the-way-to-budget/7928457073.html,2026-04-18T05:46:47.061474,craigslist
"Situated in Dallas!, 2/bd, Ceiling Fan",1425,"$1,425","9450 Forest Springs Dr, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-situated-in-dallas-bd-ceiling-fan/7926724793.html,2026-04-18T05:46:47.061508,craigslist
"Washer and Dryer Connections, Wood Burning Fireplace, Soaking Tubs",1400,"$1,400","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-washer-and-dryer-connections/7925398241.html,2026-04-18T05:46:47.061543,craigslist
HOLY MOLY THE PRICES HAVE DROP 2 FREE WIFI FIRST WEEK,269,$269,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-holy-moly-the-prices-have-drop/7928456954.html,2026-04-18T05:46:47.061576,craigslist
"Wood Burning Fireplace, Quartz Countertops, Central Air/Heating",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-wood-burning-fireplace-quartz/7928456793.html,2026-04-18T05:46:47.061611,craigslist
Breathtaking views and incredible amenities! 2 bed 2 bath 1000 sqft,1235,"$1,235",Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-breathtaking-views-and/7927984999.html,2026-04-18T05:46:47.061645,craigslist
Trailer for rent 28ft,600,$600,Azle,https://dallas.craigslist.org/ftw/apa/d/azle-trailer-for-rent-28ft/7925666957.html,2026-04-18T05:46:47.061700,craigslist
"Great floor-plan with w/d connection, fireplace, huge balcony & more!",1350,"$1,350",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-great-floor-plan-with-d/7928456331.html,2026-04-18T05:46:47.061740,craigslist
"Let us help you find your next home! Check out this 2 bed, 1 bath!",1450,"$1,450",Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-let-us-help-you-find-your-next/7922444513.html,2026-04-18T05:46:47.061776,craigslist
3BR/2BA Ranch Gem: Fenced-in Yard & Functional Layout,900,$900,Dallas,https://dallas.craigslist.org/dal/apa/d/dallas-3br-2ba-ranch-gem-fenced-in-yard/7928498752.html,2026-04-18T05:46:49.438403,craigslist
"Separate Dining Area, Dishwasher, 1bd 1ba",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-separate-dining-area-dishwasher/7925480753.html,2026-04-18T05:46:49.438456,craigslist
"Window Coverings, On-Site Maintenance, Dishwasher",1299,"$1,299","1400 Shady Ln, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-window-coverings-on-site/7923745053.html,2026-04-18T05:46:49.438496,craigslist
"Vestidor, acceso controlado, alfombra de lujo.",1285,"$1,285","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-vestidor-acceso-controlado/7926974066.html,2026-04-18T05:46:49.438533,craigslist
Managers Special for Your First Month - A Smart Apartment Alternative!,1539,"$1,539","3401 N Central Expy N, McKinney, TX",https://dallas.craigslist.org/ndf/apa/d/mckinney-managers-special-for-your/7926698438.html,2026-04-18T05:46:49.438568,craigslist
Save Big with Flexible Living Solutions!,1507,"$1,507","12745 N Fwy, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-save-big-with-flexible/7926920029.html,2026-04-18T05:46:49.438605,craigslist
"EV Charging, 1/bd, In Plano",343,$343,"9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-ev-charging-bd-in-plano/7927042189.html,2026-04-18T05:46:49.438641,craigslist
"Clean, Safe, and Budget-Friendly Weekly Rates - No Deposit!",399,$399,"6801 K Ave, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-clean-safe-and-budget-friendly/7926922363.html,2026-04-18T05:46:49.438675,craigslist
"Sundeck with Lounge Chairs, Wood Plank Floors, Playground",1445,"$1,445","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-sundeck-with-lounge-chairs/7925463536.html,2026-04-18T05:46:49.438710,craigslist
"Central Air, Laundry Lounge, Carpeting",900,$900,"6603 E Lovers Ln, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-central-air-laundry-lounge/7924574255.html,2026-04-18T05:46:49.438745,craigslist
"Vinyl Flooring, Playground, Maintenance on site",875,$875,"7310 Marvin D. Love Fwy, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-vinyl-flooring-playground/7925449167.html,2026-04-18T05:46:49.438780,craigslist
"Laundry Facilities, On-Site Management, Patio/Balcony",1130,"$1,130","1455 N. Perry Rd, Carrollton, TX",https://dallas.craigslist.org/ndf/apa/d/carrollton-laundry-facilities-on-site/7921038292.html,2026-04-18T05:46:49.438815,craigslist
"1/BD, Storage Unit, Situated in Fort Worth!",949,$949,"350 Shady Ln Dr, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-bd-storage-unit-situated-in/7920318171.html,2026-04-18T05:46:49.438849,craigslist
"Smoke-Free Building, Central Air, Playground",1300,"$1,300","bedford,TX",https://dallas.craigslist.org/mdf/apa/d/bedford-smoke-free-building-central-air/7922620075.html,2026-04-18T05:46:49.438883,craigslist
"New Price, Limited Apartments!!!",850,$850,The Link Apartments!,https://dallas.craigslist.org/dal/apa/d/dallas-new-price-limited-apartments/7926626194.html,2026-04-18T05:46:49.438918,craigslist
"Gated Access, Wood Burning Fireplace, Spacious Closets",1375,"$1,375",Lake Highlands,https://dallas.craigslist.org/dal/apa/d/dallas-gated-access-wood-burning/7926974461.html,2026-04-18T05:46:49.438953,craigslist
"Refrigerator with Ice Maker, Large Closet, Controlled Access/Gated",825,$825,"7610 Skillman St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-refrigerator-with-ice-maker/7926770184.html,2026-04-18T05:46:49.438988,craigslist
"1 Mile from Lake Ray Hubbard, Located in Rockwall, 1 Bed",999,$999,north DFW,https://dallas.craigslist.org/ndf/apa/d/rockwall-mile-from-lake-ray-hubbard/7920740704.html,2026-04-18T05:46:49.439023,craigslist
1 BEDROOM TOWNHOME 6 WEEKS FREE,1295,"$1,295",NORTH DALLAS,https://dallas.craigslist.org/ndf/apa/d/dallas-bedroom-townhome-weeks-free/7925861783.html,2026-04-18T05:46:49.439058,craigslist
"Online payments available, 1 BD, In Dallas",700,$700,"14018 Brookgreen Drive, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-online-payments-available-bd-in/7925484335.html,2026-04-18T05:46:49.439093,craigslist
"Washer and Dryer Connections, Spacious Closets, Soaking Tubs",1165,"$1,165","2801 Turnberry Dr, Arlington, TX",https://dallas.craigslist.org/mdf/apa/d/arlington-washer-and-dryer-connections/7921527569.html,2026-04-18T05:46:49.439129,craigslist
"Elevator, Copy and Fax Services, Package Receiving",291,$291,north DFW,https://dallas.craigslist.org/ndf/apa/d/dallas-elevator-copy-and-fax-services/7927552905.html,2026-04-18T05:46:49.439164,craigslist
"Flexible Apartment Living, Without the Hassle!",1399,"$1,399","4505 N Interstate 35, Denton, TX",https://dallas.craigslist.org/ndf/apa/d/denton-flexible-apartment-living/7926250335.html,2026-04-18T05:46:49.439200,craigslist
STOP SCROLLING — Move-In Specials + FREE $20 Gas Card!,865,$865,"3130 Lombardy Ln, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-stop-scrolling-move-in-specials/7928496691.html,2026-04-18T05:46:49.439235,craigslist
"Resident Referral Program, Spacious Closets, Woodburning Fireplace",1040,"$1,040","2700 Martin Dr, Bedford, TX",https://dallas.craigslist.org/mdf/apa/d/bedford-resident-referral-program/7922607780.html,2026-04-18T05:46:49.439270,craigslist
"Laundry Facilities, Efficient Appliances, Refrigerator",920,$920,"4328 Duck Creek Dr, Garland, TX",https://dallas.craigslist.org/mdf/apa/d/garland-laundry-facilities-efficient/7926709129.html,2026-04-18T05:46:49.439337,craigslist
"Close to Downtown Dallas, Modern Finishes, Walk-in Rain Shower",1310,"$1,310","4211 San Jacinto St, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-close-to-downtown-dallas-modern/7927812997.html,2026-04-18T05:46:49.439378,craigslist
1st month $599,1445,"$1,445","2333 Escalante Ave, Fort Worth, TX",https://dallas.craigslist.org/ftw/apa/d/fort-worth-1st-month-599/7927603548.html,2026-04-18T05:46:49.439477,craigslist
Available Now! Beautiful 1BR – Act Fast,999,$999,The Link Apartments,https://dallas.craigslist.org/dal/apa/d/dallas-available-now-beautiful-1br-act/7922012683.html,2026-04-18T05:46:49.439523,craigslist
"Playground, Short Term Lease, Laundry Facilities",909,$909,"9050 Markville Drive, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-playground-short-term-lease/7922423627.html,2026-04-18T05:46:49.439560,craigslist
"EV Charging, Early Check-in Available, Dogs Welcome",1699,"$1,699","9020 Rasor Boulevard, Plano, TX",https://dallas.craigslist.org/ndf/apa/d/plano-ev-charging-early-check-in/7921216905.html,2026-04-18T05:46:49.439597,craigslist
"Tile backsplash, Walk-in closet, Spacious floorplans",775,$775,"2501 Webb Chapel Ext, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-tile-backsplash-walk-in-closet/7922790063.html,2026-04-18T05:46:49.439633,craigslist
"Situated in Dallas!, 1bd 1ba, Open-concept",1040,"$1,040","14000 Esperanza Road, Dallas, TX",https://dallas.craigslist.org/ndf/apa/d/dallas-situated-in-dallas-1bd-1ba-open/7925039705.html,2026-04-18T05:46:49.439670,craigslist
EXCEPTIONAL LIVING + UP TO 8 WEEKS FREE,1452,"$1,452",NORTH FORT WORTH,https://dallas.craigslist.org/ftw/apa/d/keller-exceptional-living-up-to-weeks/7928493197.html,2026-04-18T05:46:49.439708,craigslist
Taking Dynamic Living to the Next Level + Up to 4 WEEKS FREE,1879,"$1,879",Plano,https://dallas.craigslist.org/ndf/apa/d/plano-taking-dynamic-living-to-the-next/7928492070.html,2026-04-18T05:46:49.439745,craigslist
Taking Dynamic Living to the Next Level,2046,"$2,046",Plano,https://dallas.craigslist.org/ndf/apa/d/plano-taking-dynamic-living-to-the-next/7928492920.html,2026-04-18T05:46:49.439783,craigslist
899! Move In Special! Come visit us Today!,1590,"$1,590","11457 Dennis Rd, Dallas, TX",https://dallas.craigslist.org/dal/apa/d/dallas-899-move-in-special-come-visit/7923770514.html,2026-04-18T05:46:49.439821,craigslist
"2 bed 2 bath, $1149, 1050 Sq Ft, $99 FIRST MONTH RENT SPECIAL",1149,"$1,149",fort worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-bed-bath-sq-ft-99-first/7925471742.html,2026-04-18T05:46:49.439855,craigslist
Newly Remodeled 4 Bed 2 Bath Home in Stephenville,2000,"$2,000",fort worth,https://dallas.craigslist.org/ftw/apa/d/stephenville-newly-remodeled-bed-bath/7928494127.html,2026-04-18T05:46:49.439914,craigslist
Tranquility. Comfort. Convenience. + Plano ISD + 2 Car Garage,2019,"$2,019",Dallas,https://dallas.craigslist.org/ndf/apa/d/dallas-tranquility-comfort-convenience/7928491718.html,2026-04-18T05:46:49.439952,craigslist
Distinctly Yours ~ Amenities Galore ~ Near Downtown ~ Up to 6 Wks FREE,1975,"$1,975",Central Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-distinctly-yours-amenities/7920804752.html,2026-04-18T05:46:49.439988,craigslist
Phenomenal Location ~ Easy Access to Downtown ~ Month FREE,1517,"$1,517",Deep Ellum,https://dallas.craigslist.org/dal/apa/d/dallas-phenomenal-location-easy-access/7919956971.html,2026-04-18T05:46:49.440025,craigslist
MODERN SOPHISTICATION ~ BRAND NEW W/ 10 WEEKS FREE! PARKING GARAGE,1750,"$1,750",West Lewisville/ Flower Mound,https://dallas.craigslist.org/ndf/apa/d/the-colony-modern-sophistication-brand/7926960952.html,2026-04-18T05:46:49.440063,craigslist
UP TO 6 WKS FREE! RESORT INSPIRED LIVING AT AN AMAZING PRICE,2597,"$2,597",Central Fort Worth,https://dallas.craigslist.org/ftw/apa/d/fort-worth-up-to-wks-free-resort/7925526993.html,2026-04-18T05:46:49.440099,craigslist
LUXURY SECOND CHANCE APARTMENT,2022,"$2,022",MCKINNEY,https://dallas.craigslist.org/ndf/apa/d/mckinney-luxury-second-chance-apartment/7925504164.html,2026-04-18T05:46:49.440136,craigslist
EMBRACE EXCEPTIONAL TOWNHOME LIVING! UP TO 6 WKS FREE,3340,"$3,340",Downtown Ft Worth/ TCU,https://dallas.craigslist.org/ftw/apa/d/fort-worth-embrace-exceptional-townhome/7926960727.html,2026-04-18T05:46:49.440172,craigslist
